Province,Year,Week,StartDate,EndDate,Districts,Dengue,Dysentery,Encephalitis,Enteric Fever,Food Poisioning,Leptospirosis,Typhus Fever,Viral Hepatistis,Human Rabies,Chickenpox,Meningitis,Leishmaniasis
Central,2019,1,2018-12-29,2019-01-04,Kandy,53,3,0,0,1,4,4,0,1,2,0,0
Central,2019,1,2018-12-29,2019-01-04,Matale,19,0,0,0,0,4,0,0,1,3,0,8
Central,2019,1,2018-12-29,2019-01-04,NuwaraEliya,9,0,0,0,0,1,2,0,0,1,1,0
Southern,2019,1,2018-12-29,2019-01-04,Galle,16,1,0,1,0,9,2,1,0,7,1,1
Southern,2019,1,2018-12-29,2019-01-04,Hambanthota,33,0,0,0,0,4,1,1,0,7,0,0
Southern,2019,1,2018-12-29,2019-01-04,Matara,62,0,0,0,0,4,3,1,0,5,2,11
Nothern,2019,1,2018-12-29,2019-01-04,Jaffna,247,2,1,0,0,0,20,0,0,4,0,0
Nothern,2019,1,2018-12-29,2019-01-04,Kilinochchi,7,1,0,0,0,0,0,0,0,0,0,0
Nothern,2019,1,2018-12-29,2019-01-04,Mannar,8,0,0,0,0,0,0,0,0,0,0,0
Nothern,2019,1,2018-12-29,2019-01-04,Vavuniya,7,0,0,1,0,0,1,0,0,4,0,0
Nothern,2019,1,2018-12-29,2019-01-04,Mullaitivu,4,0,0,0,0,0,1,0,0,0,0,1
Eastern,2019,1,2018-12-29,2019-01-04,Batticaloa,52,5,0,0,0,4,0,0,0,1,0,0
Eastern,2019,1,2018-12-29,2019-01-04,Ampara,6,3,0,0,0,1,0,1,0,4,1,0
Eastern,2019,1,2018-12-29,2019-01-04,Trincomalee,39,0,0,0,0,0,0,0,0,3,0,0
NorthWestern,2019,1,2018-12-29,2019-01-04,Kurunagala,46,1,0,0,0,5,1,0,0,8,3,15
NorthWestern,2019,1,2018-12-29,2019-01-04,Puttalam,20,2,0,0,0,3,0,0,0,2,0,0
NorthCentral,2019,1,2018-12-29,2019-01-04,Anuradhapura,9,0,2,0,0,5,1,0,0,11,0,13
NorthCentral,2019,1,2018-12-29,2019-01-04,Polonnaruwa,10,1,1,0,0,4,0,0,0,5,1,9
Uva,2019,1,2018-12-29,2019-01-04,Badulla,20,2,0,0,3,12,0,0,0,7,3,1
Uva,2019,1,2018-12-29,2019-01-04,Monaragala,19,1,0,0,0,12,4,1,0,9,2,0
Sabaragamuwa,2019,1,2018-12-29,2019-01-04,Ratnapura,41,1,1,0,0,20,0,0,0,7,6,0
Sabaragamuwa,2019,1,2018-12-29,2019-01-04,Kegalle,42,0,0,0,0,2,1,0,0,11,1,1
Eastern,2019,1,2018-12-29,2019-01-04,Kalmune,27,1,0,0,0,0,0,0,0,3,0,0
Western,2019,2,2019-01-05,2019-01-11,Colombo,326,0,0,1,0,3,2,0,0,15,5,0
Western,2019,2,2019-01-05,2019-01-11,Gampaha,188,0,0,0,10,1,0,0,0,10,0,4
Western,2019,2,2019-01-05,2019-01-11,Kalutara,93,1,0,0,4,21,0,0,0,32,2,0
Central,2019,2,2019-01-05,2019-01-11,Kandy,96,1,0,0,1,4,2,0,0,12,4,0
Central,2019,2,2019-01-05,2019-01-11,Matale,7,1,0,0,0,2,0,0,0,2,0,7
Central,2019,2,2019-01-05,2019-01-11,NuwaraEliya,10,1,0,0,0,1,1,1,0,2,0,0
Southern,2019,2,2019-01-05,2019-01-11,Galle,41,0,0,0,0,5,4,0,0,9,2,0
Southern,2019,2,2019-01-05,2019-01-11,Hambanthota,41,0,0,0,0,0,7,0,0,4,0,25
Southern,2019,2,2019-01-05,2019-01-11,Matara,51,0,0,0,0,2,3,0,0,12,0,14
Nothern,2019,2,2019-01-05,2019-01-11,Jaffna,252,6,0,0,0,2,34,0,0,4,2,0
Nothern,2019,2,2019-01-05,2019-01-11,Kilinochchi,4,0,0,0,0,4,2,0,0,0,0,1
Nothern,2019,2,2019-01-05,2019-01-11,Mannar,6,0,0,1,0,0,0,0,0,0,0,0
Nothern,2019,2,2019-01-05,2019-01-11,Vavuniya,22,1,1,2,2,3,1,0,0,4,0,0
Nothern,2019,2,2019-01-05,2019-01-11,Mullaitivu,2,1,0,0,0,1,0,0,0,0,1,0
Eastern,2019,2,2019-01-05,2019-01-11,Batticaloa,55,5,0,0,0,1,0,0,0,6,0,0
Eastern,2019,2,2019-01-05,2019-01-11,Ampara,9,2,0,0,0,3,0,0,0,2,0,0
Eastern,2019,2,2019-01-05,2019-01-11,Trincomalee,32,0,0,0,0,0,0,0,0,1,0,0
NorthWestern,2019,2,2019-01-05,2019-01-11,Kurunagala,66,5,3,1,0,8,0,2,0,22,0,25
NorthWestern,2019,2,2019-01-05,2019-01-11,Puttalam,23,2,0,0,0,0,1,0,0,4,0,1
NorthCentral,2019,2,2019-01-05,2019-01-11,Anuradhapura,9,3,0,0,0,13,0,1,0,11,1,16
NorthCentral,2019,2,2019-01-05,2019-01-11,Polonnaruwa,9,1,0,0,0,3,0,2,0,4,0,3
Uva,2019,2,2019-01-05,2019-01-11,Badulla,24,2,0,1,0,8,5,0,0,3,8,1
Uva,2019,2,2019-01-05,2019-01-11,Monaragala,16,1,0,0,0,10,2,0,0,6,4,0
Sabaragamuwa,2019,2,2019-01-05,2019-01-11,Ratnapura,49,2,4,0,0,9,1,0,0,14,2,0
Sabaragamuwa,2019,2,2019-01-05,2019-01-11,Kegalle,31,1,1,0,12,5,1,0,0,14,0,0
Eastern,2019,2,2019-01-05,2019-01-11,Kalmune,27,0,0,0,0,0,0,0,0,2,0,0
Western,2019,3,2019-01-12,2019-01-18,Colombo,259,3,0,0,1,4,1,1,0,8,1,0
Western,2019,3,2019-01-12,2019-01-18,Gampaha,161,0,1,0,0,1,0,0,0,11,1,3
Western,2019,3,2019-01-12,2019-01-18,Kalutara,78,0,1,0,1,12,0,0,0,21,6,3
Central,2019,3,2019-01-12,2019-01-18,Kandy,70,0,0,0,0,4,2,0,0,5,0,1
Central,2019,3,2019-01-12,2019-01-18,Matale,19,1,0,0,0,3,0,1,0,2,1,17
Central,2019,3,2019-01-12,2019-01-18,NuwaraEliya,3,0,0,0,0,3,1,0,0,1,0,0
Southern,2019,3,2019-01-12,2019-01-18,Galle,43,0,1,0,0,6,2,0,0,10,2,0
Southern,2019,3,2019-01-12,2019-01-18,Hambanthota,37,1,0,0,0,1,7,0,0,6,0,35
Southern,2019,3,2019-01-12,2019-01-18,Matara,42,1,2,0,0,1,4,1,0,6,0,14
Nothern,2019,3,2019-01-12,2019-01-18,Jaffna,211,2,0,1,0,5,28,0,0,5,0,0
Nothern,2019,3,2019-01-12,2019-01-18,Kilinochchi,8,2,0,1,0,5,2,1,0,0,0,0
Nothern,2019,3,2019-01-12,2019-01-18,Mannar,10,0,0,2,0,0,2,0,0,0,0,0
Nothern,2019,3,2019-01-12,2019-01-18,Vavuniya,5,0,0,2,0,0,0,0,0,0,0,0
Nothern,2019,3,2019-01-12,2019-01-18,Mullaitivu,5,1,0,0,0,1,1,0,0,0,0,0
Eastern,2019,3,2019-01-12,2019-01-18,Batticaloa,41,5,0,0,0,0,0,0,0,1,0,0
Eastern,2019,3,2019-01-12,2019-01-18,Ampara,6,1,0,0,0,1,0,2,0,8,0,0
Eastern,2019,3,2019-01-12,2019-01-18,Trincomalee,5,0,0,0,0,0,0,0,0,0,0,0
NorthWestern,2019,3,2019-01-12,2019-01-18,Kurunagala,58,1,1,0,0,8,2,0,0,9,4,16
NorthWestern,2019,3,2019-01-12,2019-01-18,Puttalam,20,0,0,0,0,1,1,0,0,3,0,0
NorthCentral,2019,3,2019-01-12,2019-01-18,Anuradhapura,19,0,0,0,0,4,0,1,0,9,0,5
NorthCentral,2019,3,2019-01-12,2019-01-18,Polonnaruwa,12,3,0,0,0,3,1,0,0,13,3,7
Uva,2019,3,2019-01-12,2019-01-18,Badulla,23,1,1,0,0,4,3,0,0,6,3,0
Uva,2019,3,2019-01-12,2019-01-18,Monaragala,13,0,0,0,0,5,1,0,0,7,2,0
Sabaragamuwa,2019,3,2019-01-12,2019-01-18,Ratnapura,36,3,2,0,2,9,0,0,0,9,3,0
Sabaragamuwa,2019,3,2019-01-12,2019-01-18,Kegalle,36,2,0,0,1,4,0,0,0,7,0,0
Eastern,2019,3,2019-01-12,2019-01-18,Kalmune,36,4,0,0,0,0,0,0,0,4,0,0
Western,2019,4,2019-01-19,2019-01-25,Colombo,341,0,0,1,0,7,2,0,0,19,0,0
Western,2019,4,2019-01-19,2019-01-25,Gampaha,177,0,0,0,0,0,0,0,0,19,1,3
Western,2019,4,2019-01-19,2019-01-25,Kalutara,70,1,0,0,20,12,0,0,0,25,4,0
Central,2019,4,2019-01-19,2019-01-25,Kandy,69,1,0,0,0,4,3,0,0,3,1,0
Central,2019,4,2019-01-19,2019-01-25,Matale,17,0,0,0,0,3,0,1,0,6,1,12
Central,2019,4,2019-01-19,2019-01-25,NuwaraEliya,4,0,0,0,0,1,1,0,0,1,3,0
Southern,2019,4,2019-01-19,2019-01-25,Galle,30,2,0,0,0,3,3,0,0,11,1,0
Southern,2019,4,2019-01-19,2019-01-25,Hambanthota,29,2,0,0,0,0,6,0,0,10,1,32
Southern,2019,4,2019-01-19,2019-01-25,Matara,64,0,1,0,1,2,4,0,0,7,0,16
Nothern,2019,4,2019-01-19,2019-01-25,Jaffna,190,4,1,0,1,2,35,0,0,2,1,0
Nothern,2019,4,2019-01-19,2019-01-25,Kilinochchi,15,0,0,3,0,0,0,0,0,0,0,0
Nothern,2019,4,2019-01-19,2019-01-25,Mannar,3,0,0,0,0,0,0,0,0,0,0,0
Nothern,2019,4,2019-01-19,2019-01-25,Vavuniya,7,0,0,1,0,3,0,0,0,3,1,1
Nothern,2019,4,2019-01-19,2019-01-25,Mullaitivu,2,0,0,1,0,0,0,0,0,0,0,0
Eastern,2019,4,2019-01-19,2019-01-25,Batticaloa,43,4,0,0,0,2,0,0,1,5,1,0
Eastern,2019,4,2019-01-19,2019-01-25,Ampara,4,0,0,0,0,2,0,0,0,5,0,0
Eastern,2019,4,2019-01-19,2019-01-25,Trincomalee,11,0,0,0,0,0,0,0,0,2,0,0
NorthWestern,2019,4,2019-01-19,2019-01-25,Kurunagala,44,1,0,0,0,4,1,5,0,27,0,25
NorthWestern,2019,4,2019-01-19,2019-01-25,Puttalam,16,1,0,0,0,1,1,0,0,3,0,0
NorthCentral,2019,4,2019-01-19,2019-01-25,Anuradhapura,25,0,1,0,0,2,3,0,0,23,3,6
NorthCentral,2019,4,2019-01-19,2019-01-25,Polonnaruwa,7,0,0,0,0,0,0,0,0,13,0,4
Uva,2019,4,2019-01-19,2019-01-25,Badulla,12,1,0,0,0,7,3,4,0,5,5,0
Uva,2019,4,2019-01-19,2019-01-25,Monaragala,12,5,0,0,0,8,4,0,0,5,3,2
Sabaragamuwa,2019,4,2019-01-19,2019-01-25,Ratnapura,48,7,2,1,0,20,0,2,0,14,6,5
Sabaragamuwa,2019,4,2019-01-19,2019-01-25,Kegalle,41,0,1,0,1,4,1,1,0,10,0,1
Eastern,2019,4,2019-01-19,2019-01-25,Kalmune,17,4,0,0,0,0,0,0,0,4,1,0
Western,2019,5,2019-01-26,2019-02-01,Colombo,232,3,0,0,0,3,0,0,0,6,1,0
Western,2019,5,2019-01-26,2019-02-01,Gampaha,134,1,0,0,1,0,0,0,0,1,0,0
Western,2019,5,2019-01-26,2019-02-01,Kalutara,53,4,0,0,0,11,0,0,0,24,1,0
Central,2019,5,2019-01-26,2019-02-01,Kandy,70,0,0,0,0,0,0,0,0,2,0,1
Central,2019,5,2019-01-26,2019-02-01,Matale,17,0,0,0,0,3,0,0,0,1,0,7
Central,2019,5,2019-01-26,2019-02-01,NuwaraEliya,8,1,0,0,0,0,1,0,0,2,4,0
Southern,2019,5,2019-01-26,2019-02-01,Galle,42,3,1,0,0,6,1,0,0,8,2,0
Southern,2019,5,2019-01-26,2019-02-01,Hambanthota,29,0,0,0,0,2,4,0,0,21,3,2
Southern,2019,5,2019-01-26,2019-02-01,Matara,54,0,0,1,0,3,0,1,0,9,0,11
Nothern,2019,5,2019-01-26,2019-02-01,Jaffna,153,2,0,1,0,2,21,0,0,7,0,0
Nothern,2019,5,2019-01-26,2019-02-01,Kilinochchi,9,1,1,0,0,1,3,0,0,1,0,3
Nothern,2019,5,2019-01-26,2019-02-01,Mannar,4,0,0,1,0,0,0,0,0,0,0,0
Nothern,2019,5,2019-01-26,2019-02-01,Vavuniya,8,0,0,1,0,3,1,0,0,0,0,0
Nothern,2019,5,2019-01-26,2019-02-01,Mullaitivu,2,0,0,0,0,0,0,0,0,0,0,0
Eastern,2019,5,2019-01-26,2019-02-01,Batticaloa,36,1,0,0,0,0,0,0,0,0,0,0
Eastern,2019,5,2019-01-26,2019-02-01,Ampara,6,0,0,0,0,2,0,1,0,4,0,0
Eastern,2019,5,2019-01-26,2019-02-01,Trincomalee,6,0,0,0,0,0,0,0,0,0,0,0
NorthWestern,2019,5,2019-01-26,2019-02-01,Kurunagala,36,0,1,0,2,3,1,1,0,14,0,11
NorthWestern,2019,5,2019-01-26,2019-02-01,Puttalam,12,1,0,0,0,1,1,0,0,6,0,0
NorthCentral,2019,5,2019-01-26,2019-02-01,Anuradhapura,12,1,2,0,0,8,3,2,0,12,5,13
NorthCentral,2019,5,2019-01-26,2019-02-01,Polonnaruwa,7,0,0,0,0,1,0,0,0,5,0,3
Uva,2019,5,2019-01-26,2019-02-01,Badulla,19,0,0,1,0,1,1,0,0,3,2,0
Uva,2019,5,2019-01-26,2019-02-01,Monaragala,13,1,0,0,0,5,8,2,0,2,5,2
Sabaragamuwa,2019,5,2019-01-26,2019-02-01,Ratnapura,48,2,0,0,0,15,1,0,0,7,4,7
Sabaragamuwa,2019,5,2019-01-26,2019-02-01,Kegalle,33,1,1,0,0,4,1,0,0,11,1,1
Eastern,2019,5,2019-01-26,2019-02-01,Kalmune,24,2,0,0,0,8,0,0,0,10,0,0
Western,2019,6,2019-02-02,2019-02-08,Colombo,201,1,0,0,0,1,1,0,0,6,0,1
Western,2019,6,2019-02-02,2019-02-08,Gampaha,118,0,0,0,0,3,1,0,0,8,1,2
Western,2019,6,2019-02-02,2019-02-08,Kalutara,31,2,0,0,0,7,0,0,0,12,3,0
Central,2019,6,2019-02-02,2019-02-08,Kandy,54,2,0,0,0,1,2,1,0,2,0,1
Central,2019,6,2019-02-02,2019-02-08,Matale,14,0,0,0,0,2,0,0,0,0,0,3
Central,2019,6,2019-02-02,2019-02-08,NuwaraEliya,1,0,0,0,0,2,5,0,0,2,0,0
Southern,2019,6,2019-02-02,2019-02-08,Galle,32,1,0,0,0,3,1,0,0,8,4,0
Southern,2019,6,2019-02-02,2019-02-08,Hambanthota,20,0,0,0,0,1,5,0,0,18,1,20
Southern,2019,6,2019-02-02,2019-02-08,Matara,29,0,0,0,0,4,0,0,0,5,0,10
Nothern,2019,6,2019-02-02,2019-02-08,Jaffna,129,5,0,0,0,4,13,0,0,5,1,0
Nothern,2019,6,2019-02-02,2019-02-08,Kilinochchi,3,0,0,0,0,0,1,0,0,0,1,0
Nothern,2019,6,2019-02-02,2019-02-08,Mannar,7,0,0,3,0,0,0,0,0,0,0,0
Nothern,2019,6,2019-02-02,2019-02-08,Vavuniya,12,0,0,0,0,2,0,0,0,0,0,0
Nothern,2019,6,2019-02-02,2019-02-08,Mullaitivu,0,0,0,0,0,0,0,0,0,0,0,0
Eastern,2019,6,2019-02-02,2019-02-08,Batticaloa,41,2,0,2,0,0,0,0,0,7,1,0
Eastern,2019,6,2019-02-02,2019-02-08,Ampara,5,2,0,0,0,0,0,0,0,6,0,0
Eastern,2019,6,2019-02-02,2019-02-08,Trincomalee,21,0,0,0,0,0,1,0,0,6,0,0
NorthWestern,2019,6,2019-02-02,2019-02-08,Kurunagala,37,2,0,1,0,3,1,1,0,21,1,25
NorthWestern,2019,6,2019-02-02,2019-02-08,Puttalam,20,0,0,0,0,1,0,0,0,7,1,0
NorthCentral,2019,6,2019-02-02,2019-02-08,Anuradhapura,16,0,0,0,0,12,2,0,0,12,4,14
NorthCentral,2019,6,2019-02-02,2019-02-08,Polonnaruwa,2,0,0,0,0,2,0,0,0,4,1,9
Uva,2019,6,2019-02-02,2019-02-08,Badulla,17,2,0,0,51,6,3,0,0,10,7,0
Uva,2019,6,2019-02-02,2019-02-08,Monaragala,10,2,1,0,0,5,1,3,0,4,4,1
Sabaragamuwa,2019,6,2019-02-02,2019-02-08,Ratnapura,45,2,0,1,0,16,3,1,0,9,7,0
Sabaragamuwa,2019,6,2019-02-02,2019-02-08,Kegalle,14,0,2,0,1,3,0,0,0,9,1,1
Eastern,2019,6,2019-02-02,2019-02-08,Kalmune,20,1,0,0,0,2,0,0,0,6,0,0
Western,2019,7,2019-02-09,2019-02-15,Colombo,215,0,0,0,1,4,0,1,0,11,0,1
Western,2019,7,2019-02-09,2019-02-15,Gampaha,107,0,0,0,0,1,0,0,0,6,1,5
Western,2019,7,2019-02-09,2019-02-15,Kalutara,42,1,0,0,0,6,0,1,0,20,3,0
Central,2019,7,2019-02-09,2019-02-15,Kandy,58,2,2,0,2,2,0,0,0,12,2,3
Central,2019,7,2019-02-09,2019-02-15,Matale,6,5,1,0,0,0,0,0,0,2,1,8
Central,2019,7,2019-02-09,2019-02-15,NuwaraEliya,4,0,1,0,0,2,0,2,0,0,0,0
Southern,2019,7,2019-02-09,2019-02-15,Galle,27,4,0,0,0,10,0,0,0,9,3,0
Southern,2019,7,2019-02-09,2019-02-15,Hambanthota,30,0,0,0,1,1,3,0,0,9,2,5
Southern,2019,7,2019-02-09,2019-02-15,Matara,29,0,0,0,0,7,0,1,0,9,0,9
Nothern,2019,7,2019-02-09,2019-02-15,Jaffna,86,5,0,0,0,0,23,0,0,12,1,0
Nothern,2019,7,2019-02-09,2019-02-15,Kilinochchi,5,0,0,0,0,0,0,0,0,0,0,0
Nothern,2019,7,2019-02-09,2019-02-15,Mannar,2,0,0,0,0,0,1,0,0,0,0,0
Nothern,2019,7,2019-02-09,2019-02-15,Vavuniya,15,0,0,1,0,5,0,0,0,2,1,0
Nothern,2019,7,2019-02-09,2019-02-15,Mullaitivu,7,0,0,1,0,2,0,0,0,0,0,0
Eastern,2019,7,2019-02-09,2019-02-15,Batticaloa,48,0,0,2,0,0,0,0,0,4,0,0
Eastern,2019,7,2019-02-09,2019-02-15,Ampara,3,0,0,0,0,1,0,0,0,2,0,2
Eastern,2019,7,2019-02-09,2019-02-15,Trincomalee,17,0,0,0,0,0,1,0,0,3,0,0
NorthWestern,2019,7,2019-02-09,2019-02-15,Kurunagala,31,1,0,0,0,5,1,0,0,10,1,21
NorthWestern,2019,7,2019-02-09,2019-02-15,Puttalam,14,1,0,0,0,0,0,0,0,6,1,0
NorthCentral,2019,7,2019-02-09,2019-02-15,Anuradhapura,11,1,0,0,0,3,1,1,0,15,3,7
NorthCentral,2019,7,2019-02-09,2019-02-15,Polonnaruwa,3,0,0,0,0,4,0,0,0,9,0,0
Uva,2019,7,2019-02-09,2019-02-15,Badulla,15,2,0,1,0,3,2,0,0,7,3,0
Uva,2019,7,2019-02-09,2019-02-15,Monaragala,7,1,0,0,0,4,0,2,0,2,3,0
Sabaragamuwa,2019,7,2019-02-09,2019-02-15,Ratnapura,34,0,1,0,0,8,1,0,1,12,1,0
Sabaragamuwa,2019,7,2019-02-09,2019-02-15,Kegalle,22,2,0,0,0,3,1,0,0,13,0,0
Eastern,2019,7,2019-02-09,2019-02-15,Kalmune,31,2,0,1,0,1,0,0,0,3,0,0
Western,2019,8,2019-02-16,2019-02-22,Colombo,144,3,0,1,5,2,0,0,0,4,2,0
Western,2019,8,2019-02-16,2019-02-22,Gampaha,69,1,0,0,0,1,0,0,0,13,0,1
Western,2019,8,2019-02-16,2019-02-22,Kalutara,40,4,0,0,0,4,0,0,0,17,0,0
Central,2019,8,2019-02-16,2019-02-22,Kandy,47,1,0,0,0,1,5,0,0,5,1,0
Central,2019,8,2019-02-16,2019-02-22,Matale,16,2,0,0,0,0,0,0,0,2,0,5
Central,2019,8,2019-02-16,2019-02-22,NuwaraEliya,4,0,0,0,0,0,0,0,0,0,2,0
Southern,2019,8,2019-02-16,2019-02-22,Galle,19,0,1,0,0,6,2,0,0,7,2,0
Southern,2019,8,2019-02-16,2019-02-22,Hambanthota,12,0,0,0,0,1,3,0,0,13,1,28
Southern,2019,8,2019-02-16,2019-02-22,Matara,21,0,0,0,0,6,0,1,0,12,0,8
Nothern,2019,8,2019-02-16,2019-02-22,Jaffna,86,4,0,1,0,2,20,0,0,9,0,0
Nothern,2019,8,2019-02-16,2019-02-22,Kilinochchi,6,0,0,0,0,2,1,0,0,1,0,0
Nothern,2019,8,2019-02-16,2019-02-22,Mannar,1,0,0,0,0,0,0,0,0,0,0,0
Nothern,2019,8,2019-02-16,2019-02-22,Vavuniya,4,0,0,5,0,1,0,0,0,1,1,0
Nothern,2019,8,2019-02-16,2019-02-22,Mullaitivu,3,0,0,0,0,0,1,0,0,0,0,0
Eastern,2019,8,2019-02-16,2019-02-22,Batticaloa,70,0,0,1,0,0,0,0,0,5,0,0
Eastern,2019,8,2019-02-16,2019-02-22,Ampara,4,1,0,0,0,0,0,0,0,4,0,0
Eastern,2019,8,2019-02-16,2019-02-22,Trincomalee,19,0,0,0,0,0,0,0,0,16,0,0
NorthWestern,2019,8,2019-02-16,2019-02-22,Kurunagala,33,3,0,1,0,5,1,0,0,16,2,24
NorthWestern,2019,8,2019-02-16,2019-02-22,Puttalam,15,0,0,1,0,0,1,0,0,3,1,2
NorthCentral,2019,8,2019-02-16,2019-02-22,Anuradhapura,12,0,0,0,0,1,1,0,0,11,4,12
NorthCentral,2019,8,2019-02-16,2019-02-22,Polonnaruwa,6,1,0,0,0,6,0,0,0,4,1,4
Uva,2019,8,2019-02-16,2019-02-22,Badulla,17,0,0,0,0,4,2,0,0,7,4,1
Uva,2019,8,2019-02-16,2019-02-22,Monaragala,8,0,0,0,72,6,9,4,0,4,5,2
Sabaragamuwa,2019,8,2019-02-16,2019-02-22,Ratnapura,38,2,0,0,4,9,0,0,0,8,6,0
Sabaragamuwa,2019,8,2019-02-16,2019-02-22,Kegalle,29,1,1,0,1,2,1,0,0,16,3,1
Eastern,2019,8,2019-02-16,2019-02-22,Kalmune,19,0,0,0,0,0,0,0,0,4,0,0
Western,2019,9,2019-02-23,2019-03-01,Colombo,153,2,0,0,0,4,1,0,0,13,1,0
Western,2019,9,2019-02-23,2019-03-01,Gampaha,108,1,0,0,0,7,0,0,0,2,2,2
Western,2019,9,2019-02-23,2019-03-01,Kalutara,45,1,0,0,0,8,0,0,0,17,2,0
Central,2019,9,2019-02-23,2019-03-01,Kandy,39,2,1,0,0,0,0,0,0,7,3,0
Central,2019,9,2019-02-23,2019-03-01,Matale,24,0,0,0,0,1,0,0,0,0,0,0
Central,2019,9,2019-02-23,2019-03-01,NuwaraEliya,3,1,0,0,0,1,6,1,0,1,0,0
Southern,2019,9,2019-02-23,2019-03-01,Galle,28,1,1,0,0,4,0,0,0,14,0,0
Southern,2019,9,2019-02-23,2019-03-01,Hambanthota,20,0,0,0,0,4,5,0,0,7,1,4
Southern,2019,9,2019-02-23,2019-03-01,Matara,21,2,1,0,0,15,0,0,0,11,0,15
Nothern,2019,9,2019-02-23,2019-03-01,Jaffna,56,4,0,0,0,1,15,0,0,8,0,0
Nothern,2019,9,2019-02-23,2019-03-01,Kilinochchi,5,0,0,2,0,1,2,0,0,0,1,0
Nothern,2019,9,2019-02-23,2019-03-01,Mannar,0,0,0,0,0,0,0,0,0,0,0,0
Nothern,2019,9,2019-02-23,2019-03-01,Vavuniya,12,1,1,0,0,1,0,0,0,1,1,0
Nothern,2019,9,2019-02-23,2019-03-01,Mullaitivu,0,0,0,0,0,1,0,0,0,0,0,0
Eastern,2019,9,2019-02-23,2019-03-01,Batticaloa,44,3,0,1,1,2,0,0,0,3,1,0
Eastern,2019,9,2019-02-23,2019-03-01,Ampara,9,0,0,0,1,1,0,0,0,4,1,0
Eastern,2019,9,2019-02-23,2019-03-01,Trincomalee,18,1,0,0,0,1,0,0,0,8,0,0
NorthWestern,2019,9,2019-02-23,2019-03-01,Kurunagala,22,0,0,0,1,4,0,1,0,14,0,16
NorthWestern,2019,9,2019-02-23,2019-03-01,Puttalam,14,0,0,0,0,1,0,0,0,3,2,0
NorthCentral,2019,9,2019-02-23,2019-03-01,Anuradhapura,16,1,0,1,0,2,2,0,0,13,2,2
NorthCentral,2019,9,2019-02-23,2019-03-01,Polonnaruwa,10,0,0,0,0,3,0,0,0,19,0,7
Uva,2019,9,2019-02-23,2019-03-01,Badulla,10,1,0,1,1,3,2,2,0,8,4,3
Uva,2019,9,2019-02-23,2019-03-01,Monaragala,9,1,0,0,0,3,1,1,0,4,3,0
Sabaragamuwa,2019,9,2019-02-23,2019-03-01,Ratnapura,28,1,0,0,0,16,0,0,0,12,2,18
Sabaragamuwa,2019,9,2019-02-23,2019-03-01,Kegalle,30,2,0,0,1,4,3,0,0,12,3,1
Eastern,2019,9,2019-02-23,2019-03-01,Kalmune,21,1,0,0,0,0,1,0,0,10,0,0
Western,2019,10,2019-03-02,2019-03-08,Colombo,170,0,0,1,0,4,0,0,0,22,0,0
Western,2019,10,2019-03-02,2019-03-08,Gampaha,99,0,0,0,0,6,0,0,0,6,0,0
Western,2019,10,2019-03-02,2019-03-08,Kalutara,42,3,0,0,0,6,0,1,0,10,2,0
Central,2019,10,2019-03-02,2019-03-08,Kandy,53,1,0,0,0,1,2,0,0,1,0,0
Central,2019,10,2019-03-02,2019-03-08,Matale,15,2,0,0,0,1,2,0,0,1,0,7
Central,2019,10,2019-03-02,2019-03-08,NuwaraEliya,1,2,0,1,0,1,4,0,0,1,3,0
Southern,2019,10,2019-03-02,2019-03-08,Galle,44,0,0,0,0,8,1,1,0,9,3,0
Southern,2019,10,2019-03-02,2019-03-08,Hambanthota,17,0,0,0,0,1,5,0,0,2,1,1
Southern,2019,10,2019-03-02,2019-03-08,Matara,13,0,0,0,1,11,1,1,0,6,0,15
Nothern,2019,10,2019-03-02,2019-03-08,Jaffna,49,3,1,1,0,1,14,0,0,12,0,0
Nothern,2019,10,2019-03-02,2019-03-08,Kilinochchi,4,0,0,2,0,0,4,0,0,0,0,0
Nothern,2019,10,2019-03-02,2019-03-08,Mannar,4,0,0,0,0,0,0,0,0,0,0,0
Nothern,2019,10,2019-03-02,2019-03-08,Vavuniya,14,0,0,0,1,5,0,0,0,3,1,0
Nothern,2019,10,2019-03-02,2019-03-08,Mullaitivu,6,1,0,2,0,0,0,0,0,0,1,0
Eastern,2019,10,2019-03-02,2019-03-08,Batticaloa,44,3,0,1,0,3,0,0,0,5,0,0
Eastern,2019,10,2019-03-02,2019-03-08,Ampara,3,0,0,0,0,0,0,0,0,1,0,0
Eastern,2019,10,2019-03-02,2019-03-08,Trincomalee,39,1,0,0,4,0,0,0,0,7,0,0
NorthWestern,2019,10,2019-03-02,2019-03-08,Kurunagala,43,3,0,0,0,7,0,0,0,9,2,19
NorthWestern,2019,10,2019-03-02,2019-03-08,Puttalam,8,2,0,0,0,1,0,0,0,7,3,0
NorthCentral,2019,10,2019-03-02,2019-03-08,Anuradhapura,9,0,0,0,0,0,1,0,0,9,2,13
NorthCentral,2019,10,2019-03-02,2019-03-08,Polonnaruwa,4,0,0,0,0,0,0,0,0,4,2,10
Uva,2019,10,2019-03-02,2019-03-08,Badulla,12,0,0,0,0,3,7,1,0,6,8,0
Uva,2019,10,2019-03-02,2019-03-08,Monaragala,7,4,1,0,0,8,2,5,0,4,6,0
Sabaragamuwa,2019,10,2019-03-02,2019-03-08,Ratnapura,33,2,0,0,0,13,0,0,0,13,2,6
